"","log10_neutR","efficacy1","efficacy2","efficacy3","efficacy4","efficacy5"
"1859",-3.142,0.000166863031819013,0.000421800605862097,0.00143035682828302,0.0159206472972099,0.0363497917288657
"1860",-3.141,0.000167380057260629,0.000423105054723814,0.00143474922427641,0.0159662453683113,0.0364470856990119
"1861",-3.14,0.000167898682656858,0.000424413525075818,0.0014391549799248,0.0160119659857842,0.036544612371737
"1862",-3.139,0.000168418912946253,0.000425726029240046,0.00144357413512462,0.0160578094416228,0.0366423721891076
"1863",-3.138,0.000168940753082541,0.000427042579575744,0.00144800672988732,0.0161037760283526,0.0367403655935821
"1864",-3.137,0.000169464208034658,0.000428363188479569,0.0014524528043397,0.0161498660390304,0.0368385930280088
"1865",-3.136,0.000169989282786799,0.0004296878683857,0.00145691239872418,0.0161960797672444,0.0369370549356252
"1866",-3.135,0.00017051598233847,0.000431016631765956,0.00146138555339915,0.0162424175071146,0.0370357517600558
"1867",-3.134,0.000171044311704523,0.000432349491129897,0.00146587230883925,0.0162888795532934,0.0371346839453109
"1868",-3.133,0.000171574275915214,0.000433686459024945,0.0014703727056357,0.016335466200965,0.0372338519357853
"1869",-3.132,0.000172105880016244,0.00043502754803649,0.00147488678449662,0.0163821777458464,0.0373332561762566
"1870",-3.131,0.000172639129068805,0.000436372770788002,0.00147941458624732,0.0164290144841875,0.0374328971118836
"1871",-3.13,0.000173174028149632,0.00043772213994115,0.00148395615183063,0.0164759767127711,0.037532775188205
"1872",-3.129,0.000173710582351044,0.000439075668195907,0.00148851152230722,0.0165230647289131,0.0376328908511378
"1873",-3.128,0.000174248796780998,0.000440433368290665,0.00149308073885589,0.016570278830463,0.0377332445469759
"1874",-3.127,0.00017478867656313,0.000441795253002354,0.00149766384277393,0.0166176193158043,0.0378338367223882
"1875",-3.126,0.000175330226836809,0.000443161335146546,0.00150226087547738,0.016665086483854,0.0379346678244175
"1876",-3.125,0.000175873452757178,0.00044453162757758,0.00150687187850141,0.0167126806340634,0.0380357383004786
